GlobalTracer.FirstPowerUp_Info: Sat Mar 24 11:09:37 PDT 2018: ***** Starting autonomous *****
GlobalTracer.FirstPowerUp_Info: WASNO_Qualification_  1 (Blue3) [FMSConnected=true]
GlobalTracer.CmdAutoSwitch_Info: alliance=Blue, gameSpecificMsg=RLR, delay=0.000, fwdDistance=60, startPosition=102.0, flipInFlight=true
GlobalTracer.printPidInfo_Info: [4.754] encoderXPidCtrl: Target=   0.4, Input=   0.0, Error=   0.3, PIDTerms= 0.051/ 0.000/ 0.019/ 0.000, Output= 0.070(-0.700/0.700), Volt=12.5(10.3)
GlobalTracer.printPidInfo_Info: [4.754] encoderYPidCtrl: Target=-221.3, Input=-212.6, Error=  -8.7, PIDTerms=-0.261/ 0.000/ 0.074/-0.000, Output=-0.188(-0.600/0.600), Volt=12.6(10.3)
GlobalTracer.printPidInfo_Info: [4.754] gyroTurnPidCtrl: Target=   0.0, Input=   0.9, Error=  -0.9, PIDTerms=-0.011/ 0.000/ 0.001/ 0.000, Output=-0.010(-0.700/0.700), Volt=12.6(10.3)
GlobalTracer.printPidInfo_Info: [4.818] encoderXPidCtrl: Target=   0.4, Input=  -0.0, Error=   0.4, PIDTerms= 0.060/ 0.000/ 0.018/ 0.000, Output= 0.078(-0.700/0.700), Volt=12.4(10.3)
GlobalTracer.printPidInfo_Info: [4.818] encoderYPidCtrl: Target=-221.3, Input=-218.5, Error=  -2.8, PIDTerms=-0.084/ 0.000/ 0.114/-0.000, Output= 0.030(-0.600/0.600), Volt=12.4(10.3)
GlobalTracer.printPidInfo_Info: [4.818] gyroTurnPidCtrl: Target=   0.0, Input=   0.8, Error=  -0.8, PIDTerms=-0.010/ 0.000/ 0.002/ 0.000, Output=-0.008(-0.700/0.700), Volt=12.4(10.3)
GlobalTracer.printPidInfo_Info: [4.896] encoderXPidCtrl: Target=   0.4, Input=   0.5, Error=  -0.2, PIDTerms=-0.025/ 0.000/-0.096/ 0.000, Output=-0.122(-0.700/0.700), Volt=12.2(10.3)
GlobalTracer.printPidInfo_Info: [4.896] encoderYPidCtrl: Target=-221.3, Input=-222.9, Error=   1.6, PIDTerms= 0.047/ 0.000/ 0.049/-0.000, Output= 0.096(-0.600/0.600), Volt=12.1(10.3)
GlobalTracer.printPidInfo_Info: [4.896] gyroTurnPidCtrl: Target=   0.0, Input=   0.6, Error=  -0.6, PIDTerms=-0.008/ 0.000/ 0.002/ 0.000, Output=-0.005(-0.700/0.700), Volt=12.1(10.3)
GlobalTracer.printPidInfo_Info: [4.977] encoderXPidCtrl: Target=   0.4, Input=   1.2, Error=  -0.8, PIDTerms=-0.127/ 0.000/-0.154/ 0.000, Output=-0.281(-0.700/0.700), Volt=11.4(10.3)
GlobalTracer.printPidInfo_Info: [4.977] encoderYPidCtrl: Target=-221.3, Input=-226.4, Error=   5.1, PIDTerms= 0.153/ 0.000/ 0.054/-0.000, Output= 0.207(-0.600/0.600), Volt=11.5(10.3)
GlobalTracer.printPidInfo_Info: [4.977] gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.003/ 0.000/ 0.014/ 0.000, Output= 0.017(-0.700/0.700), Volt=11.5(10.3)
GlobalTracer.printPidInfo_Info: [5.059] encoderXPidCtrl: Target=   0.4, Input=   1.3, Error=  -1.0, PIDTerms=-0.144/ 0.000/-0.021/ 0.000, Output=-0.165(-0.700/0.700), Volt=11.7(10.3)
GlobalTracer.printPidInfo_Info: [5.059] encoderYPidCtrl: Target=-221.3, Input=-228.7, Error=   7.4, PIDTerms= 0.221/ 0.000/ 0.027/-0.000, Output= 0.249(-0.600/0.600), Volt=11.7(10.3)
GlobalTracer.printPidInfo_Info: [5.059] gyroTurnPidCtrl: Target=   0.0, Input=  -1.7, Error=   1.7, PIDTerms= 0.020/ 0.000/ 0.017/ 0.000, Output= 0.037(-0.700/0.700), Volt=11.7(10.3)
GlobalTracer.printPidInfo_Info: [5.139] encoderXPidCtrl: Target=   0.4, Input=   0.8, Error=  -0.5, PIDTerms=-0.071/ 0.000/ 0.097/ 0.000, Output= 0.026(-0.700/0.700), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [5.139] encoderYPidCtrl: Target=-221.3, Input=-229.9, Error=   8.6, PIDTerms= 0.257/ 0.000/ 0.016/-0.000, Output= 0.273(-0.600/0.600), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [5.139] gyroTurnPidCtrl: Target=   0.0, Input=  -3.0, Error=   3.0, PIDTerms= 0.036/ 0.000/ 0.017/ 0.000, Output= 0.052(-0.700/0.700), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [5.207] encoderXPidCtrl: Target=   0.4, Input=   0.8, Error=  -0.4, PIDTerms=-0.065/ 0.000/ 0.007/ 0.000, Output=-0.059(-0.700/0.700), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [5.207] encoderYPidCtrl: Target=-221.3, Input=-230.6, Error=   9.3, PIDTerms= 0.280/ 0.000/ 0.009/-0.000, Output= 0.289(-0.600/0.600), Volt=11.7(10.3)
GlobalTracer.printPidInfo_Info: [5.207] gyroTurnPidCtrl: Target=   0.0, Input=  -3.6, Error=   3.6, PIDTerms= 0.043/ 0.000/ 0.007/ 0.000, Output= 0.050(-0.700/0.700), Volt=11.7(10.3)
GlobalTracer.printPidInfo_Info: [5.275] encoderXPidCtrl: Target=   0.4, Input=   1.2, Error=  -0.9, PIDTerms=-0.130/ 0.000/-0.115/ 0.000, Output=-0.244(-0.700/0.700), Volt=11.4(10.3)
GlobalTracer.printPidInfo_Info: [5.275] encoderYPidCtrl: Target=-221.3, Input=-230.6, Error=   9.3, PIDTerms= 0.279/ 0.000/-0.000/-0.000, Output= 0.279(-0.600/0.600), Volt=11.4(10.3)
GlobalTracer.printPidInfo_Info: [5.275] gyroTurnPidCtrl: Target=   0.0, Input=  -4.2, Error=   4.2, PIDTerms= 0.050/ 0.000/ 0.011/ 0.000, Output= 0.061(-0.700/0.700), Volt=11.4(10.3)
GlobalTracer.printPidInfo_Info: [5.366] encoderXPidCtrl: Target=   0.4, Input=   1.5, Error=  -1.2, PIDTerms=-0.175/ 0.000/-0.052/ 0.000, Output=-0.227(-0.700/0.700), Volt=11.7(10.3)
GlobalTracer.printPidInfo_Info: [5.366] encoderYPidCtrl: Target=-221.3, Input=-230.1, Error=   8.8, PIDTerms= 0.265/ 0.000/-0.006/-0.000, Output= 0.259(-0.600/0.600), Volt=11.7(10.3)
GlobalTracer.printPidInfo_Info: [5.366] gyroTurnPidCtrl: Target=   0.0, Input=  -4.3, Error=   4.3, PIDTerms= 0.051/ 0.000/ 0.001/ 0.000, Output= 0.053(-0.700/0.700), Volt=11.6(10.3)
GlobalTracer.printPidInfo_Info: [5.437] encoderXPidCtrl: Target=   0.4, Input=   1.5, Error=  -1.1, PIDTerms=-0.167/ 0.000/ 0.011/ 0.000, Output=-0.156(-0.700/0.700), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [5.437] encoderYPidCtrl: Target=-221.3, Input=-229.5, Error=   8.2, PIDTerms= 0.246/ 0.000/-0.008/-0.000, Output= 0.238(-0.600/0.600), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [5.437] gyroTurnPidCtrl: Target=   0.0, Input=  -4.0, Error=   4.0, PIDTerms= 0.048/ 0.000/-0.004/ 0.000, Output= 0.044(-0.700/0.700), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [5.515] encoderXPidCtrl: Target=   0.4, Input=   1.3, Error=  -1.0, PIDTerms=-0.149/ 0.000/ 0.023/ 0.000, Output=-0.126(-0.700/0.700), Volt=12.1(10.3)
GlobalTracer.printPidInfo_Info: [5.515] encoderYPidCtrl: Target=-221.3, Input=-228.2, Error=   7.0, PIDTerms= 0.209/ 0.000/-0.016/-0.000, Output= 0.193(-0.600/0.600), Volt=12.1(10.3)
GlobalTracer.printPidInfo_Info: [5.515] gyroTurnPidCtrl: Target=   0.0, Input=  -3.6, Error=   3.6, PIDTerms= 0.043/ 0.000/-0.005/ 0.000, Output= 0.038(-0.700/0.700), Volt=12.1(10.3)
GlobalTracer.printPidInfo_Info: [5.596] encoderXPidCtrl: Target=   0.4, Input=   1.2, Error=  -0.8, PIDTerms=-0.123/ 0.000/ 0.039/ 0.000, Output=-0.084(-0.700/0.700), Volt=12.3(10.3)
GlobalTracer.printPidInfo_Info: [5.596] encoderYPidCtrl: Target=-221.3, Input=-226.7, Error=   5.4, PIDTerms= 0.162/ 0.000/-0.023/-0.000, Output= 0.139(-0.600/0.600), Volt=12.3(10.3)
GlobalTracer.printPidInfo_Info: [5.596] gyroTurnPidCtrl: Target=   0.0, Input=  -3.2, Error=   3.2, PIDTerms= 0.038/ 0.000/-0.006/ 0.000, Output= 0.032(-0.700/0.700), Volt=12.3(10.3)
GlobalTracer.printPidInfo_Info: [5.689] encoderXPidCtrl: Target=   0.4, Input=   1.1, Error=  -0.7, PIDTerms=-0.105/ 0.000/ 0.019/ 0.000, Output=-0.085(-0.700/0.700), Volt=12.4(10.3)
GlobalTracer.printPidInfo_Info: [5.689] encoderYPidCtrl: Target=-221.3, Input=-225.1, Error=   3.8, PIDTerms= 0.113/ 0.000/-0.018/-0.000, Output= 0.095(-0.600/0.600), Volt=12.4(10.3)
GlobalTracer.printPidInfo_Info: [5.689] gyroTurnPidCtrl: Target=   0.0, Input=  -2.8, Error=   2.8, PIDTerms= 0.034/ 0.000/-0.004/ 0.000, Output= 0.030(-0.700/0.700), Volt=12.4(10.3)
GlobalTracer.printPidInfo_Info: [5.787] encoderXPidCtrl: Target=   0.4, Input=   1.0, Error=  -0.6, PIDTerms=-0.092/ 0.000/ 0.013/ 0.000, Output=-0.079(-0.700/0.700), Volt=12.5(10.3)
GlobalTracer.printPidInfo_Info: [5.787] encoderYPidCtrl: Target=-221.3, Input=-223.3, Error=   2.0, PIDTerms= 0.060/ 0.000/-0.019/-0.000, Output= 0.041(-0.600/0.600), Volt=12.5(10.3)
GlobalTracer.printPidInfo_Info: [5.787] gyroTurnPidCtrl: Target=   0.0, Input=  -2.4, Error=   2.4, PIDTerms= 0.028/ 0.000/-0.005/ 0.000, Output= 0.023(-0.700/0.700), Volt=12.5(10.3)
GlobalTracer.printPidInfo_Info: [5.849] encoderXPidCtrl: Target=   0.4, Input=   0.9, Error=  -0.5, PIDTerms=-0.077/ 0.000/ 0.019/ 0.000, Output=-0.058(-0.700/0.700), Volt=12.5(10.3)
GlobalTracer.printPidInfo_Info: [5.849] encoderYPidCtrl: Target=-221.3, Input=-221.7, Error=   0.5, PIDTerms= 0.014/ 0.000/-0.019/-0.000, Output=-0.006(-0.600/0.600), Volt=12.5(10.3)
GlobalTracer.printPidInfo_Info: [5.849] gyroTurnPidCtrl: Target=   0.0, Input=  -2.1, Error=   2.1, PIDTerms= 0.025/ 0.000/-0.003/ 0.000, Output= 0.022(-0.700/0.700), Volt=12.5(10.3)
GlobalTracer.printPidInfo_Info: [5.938] encoderXPidCtrl: Target=   0.4, Input=   0.8, Error=  -0.4, PIDTerms=-0.066/ 0.000/ 0.015/ 0.000, Output=-0.051(-0.700/0.700), Volt=12.5(10.3)
GlobalTracer.printPidInfo_Info: [5.938] encoderYPidCtrl: Target=-221.3, Input=-220.8, Error=  -0.5, PIDTerms=-0.015/ 0.000/-0.013/-0.000, Output=-0.028(-0.600/0.600), Volt=12.5(10.3)
GlobalTracer.printPidInfo_Info: [5.938] gyroTurnPidCtrl: Target=   0.0, Input=  -2.0, Error=   2.0, PIDTerms= 0.024/ 0.000/-0.002/ 0.000, Output= 0.022(-0.700/0.700), Volt=12.5(10.3)
GlobalTracer.Robot_Info: [6.019] START_STRAFE: xPos=  0.73,yPos=-219.52,heading=  -1.9/   0.0,volts=12.5(10.3)
GlobalTracer.Robot_Info: [6.120] START_VISION_STRAFE: xPos=  0.74,yPos=-219.33,heading=  -2.2/   0.0,volts=12.5(10.3)
GlobalTracer.printPidInfo_Info: [6.100] encoderXPidCtrl: Target=  36.7, Input=   0.8, Error=  36.0, PIDTerms=-0.060/ 0.000/ 0.006/ 0.000, Output= 0.000(-0.450/0.450), Volt=12.5(10.3)
GlobalTracer.printPidInfo_Info: [6.100] encoderYPidCtrl: Target=-219.3, Input=-219.9, Error=   0.0, PIDTerms=-0.041/ 0.000/-0.010/-0.000, Output= 0.000(-0.600/0.600), Volt=12.5(10.3)
GlobalTracer.printPidInfo_Info: [6.100] gyroTurnPidCtrl: Target=   0.0, Input=  -1.7, Error=   2.2, PIDTerms= 0.020/ 0.000/-0.003/ 0.000, Output= 0.000(-0.700/0.700), Volt=12.5(10.3)
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.117s)

GlobalTracer.getPixyTargetX_Info: Cube not found!
GlobalTracer.printPidInfo_Info: [6.218] encoderXPidCtrl: Target=  36.7, Input=   0.7, Error=  36.0, PIDTerms= 5.400/ 0.000/ 0.000/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.4(10.3)
GlobalTracer.printPidInfo_Info: [6.218] encoderYPidCtrl: Target=-219.3, Input=-219.3, Error=   0.0, PIDTerms= 0.000/ 0.000/ 0.000/-0.000, Output= 0.000(-0.600/0.600), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [6.218] gyroTurnPidCtrl: Target=   0.0, Input=  -2.2, Error=   2.2, PIDTerms= 0.026/ 0.000/ 0.000/ 0.000, Output= 0.026(-0.700/0.700), Volt=11.2(10.3)
GlobalTracer.getPixyTargetX_Info: Cube not found!
GlobalTracer.printPidInfo_Info: [6.301] encoderXPidCtrl: Target=  36.7, Input=   1.1, Error=  35.6, PIDTerms= 5.345/ 0.000/-0.055/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [6.301] encoderYPidCtrl: Target=-219.3, Input=-219.3, Error=  -0.0, PIDTerms=-0.001/ 0.000/-0.000/-0.000, Output=-0.001(-0.600/0.600), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [6.301] gyroTurnPidCtrl: Target=   0.0, Input=  -2.0, Error=   2.0, PIDTerms= 0.024/ 0.000/-0.001/ 0.000, Output= 0.023(-0.700/0.700), Volt=11.2(10.3)
GlobalTracer.getPixyTargetX_Info: Cube not found!
GlobalTracer.printPidInfo_Info: [6.380] encoderXPidCtrl: Target=  36.7, Input=   1.8, Error=  34.9, PIDTerms= 5.242/ 0.000/-0.137/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.0(10.3)
GlobalTracer.printPidInfo_Info: [6.380] encoderYPidCtrl: Target=-219.3, Input=-218.9, Error=  -0.4, PIDTerms=-0.012/ 0.000/-0.005/-0.000, Output=-0.016(-0.600/0.600), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [6.380] gyroTurnPidCtrl: Target=   0.0, Input=  -1.8, Error=   1.8, PIDTerms= 0.021/ 0.000/-0.004/ 0.000, Output= 0.018(-0.700/0.700), Volt=11.2(10.3)
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.102s)

GlobalTracer.getPixyTargetX_Info: Cube not found!
GlobalTracer.printPidInfo_Info: [6.487] encoderXPidCtrl: Target=  36.7, Input=   2.4, Error=  34.3, PIDTerms= 5.149/ 0.000/-0.096/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [6.487] encoderYPidCtrl: Target=-219.3, Input=-218.8, Error=  -0.5, PIDTerms=-0.016/ 0.000/-0.002/-0.000, Output=-0.018(-0.600/0.600), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [6.487] gyroTurnPidCtrl: Target=   0.0, Input=  -1.1, Error=   1.1, PIDTerms= 0.013/ 0.000/-0.007/ 0.000, Output= 0.005(-0.700/0.700), Volt=11.2(10.3)
GlobalTracer.getPixyTargetX_Info: Cube not found!
GlobalTracer.printPidInfo_Info: [6.556] encoderXPidCtrl: Target=  36.7, Input=   3.3, Error=  33.4, PIDTerms= 5.009/ 0.000/-0.164/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [6.556] encoderYPidCtrl: Target=-219.3, Input=-218.6, Error=  -0.7, PIDTerms=-0.022/ 0.000/-0.002/-0.000, Output=-0.024(-0.600/0.600), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [6.556] gyroTurnPidCtrl: Target=   0.0, Input=   0.3, Error=  -0.3, PIDTerms=-0.003/ 0.000/-0.016/ 0.000, Output=-0.019(-0.700/0.700), Volt=11.2(10.3)
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.103s)

GlobalTracer.getPixyTargetX_Info: Cube not found!
GlobalTracer.printPidInfo_Info: [6.660] encoderXPidCtrl: Target=  36.7, Input=   4.2, Error=  32.5, PIDTerms= 4.878/ 0.000/-0.189/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [6.660] encoderYPidCtrl: Target=-219.3, Input=-218.5, Error=  -0.8, PIDTerms=-0.025/ 0.000/-0.001/-0.000, Output=-0.026(-0.600/0.600), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [6.660] gyroTurnPidCtrl: Target=   0.0, Input=   0.9, Error=  -0.9, PIDTerms=-0.011/ 0.000/-0.009/ 0.000, Output=-0.020(-0.700/0.700), Volt=11.2(10.3)
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.113s)

GlobalTracer.getPixyTargetX_Info: Cube not found!
GlobalTracer.printPidInfo_Info: [6.778] encoderXPidCtrl: Target=  36.7, Input=   5.1, Error=  31.6, PIDTerms= 4.740/ 0.000/-0.102/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [6.778] encoderYPidCtrl: Target=-219.3, Input=-218.5, Error=  -0.8, PIDTerms=-0.024/ 0.000/ 0.000/-0.000, Output=-0.024(-0.600/0.600), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [6.778] gyroTurnPidCtrl: Target=   0.0, Input=   1.3, Error=  -1.3, PIDTerms=-0.015/ 0.000/-0.003/ 0.000, Output=-0.018(-0.700/0.700), Volt=11.2(10.3)
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.114s)

GlobalTracer.getPixyTargetX_Info: Cube not found!
GlobalTracer.printPidInfo_Info: [6.896] encoderXPidCtrl: Target=  36.7, Input=   6.6, Error=  30.2, PIDTerms= 4.528/ 0.000/-0.184/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [6.896] encoderYPidCtrl: Target=-219.3, Input=-218.4, Error=  -0.9, PIDTerms=-0.027/ 0.000/-0.001/-0.000, Output=-0.027(-0.600/0.600), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [6.896] gyroTurnPidCtrl: Target=   0.0, Input=   1.4, Error=  -1.4, PIDTerms=-0.017/ 0.000/-0.001/ 0.000, Output=-0.017(-0.700/0.700), Volt=11.1(10.3)
GlobalTracer.getPixyTargetX_Info: Cube not found!
GlobalTracer.printPidInfo_Info: [6.962] encoderXPidCtrl: Target=  36.7, Input=   8.0, Error=  28.8, PIDTerms= 4.318/ 0.000/-0.251/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [6.962] encoderYPidCtrl: Target=-219.3, Input=-218.4, Error=  -1.0, PIDTerms=-0.029/ 0.000/-0.001/-0.000, Output=-0.029(-0.600/0.600), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [6.962] gyroTurnPidCtrl: Target=   0.0, Input=   1.0, Error=  -1.0, PIDTerms=-0.012/ 0.000/ 0.005/ 0.000, Output=-0.007(-0.700/0.700), Volt=11.2(10.3)
GlobalTracer.getPixyTargetX_Info: Cube not found!
GlobalTracer.printPidInfo_Info: [7.055] encoderXPidCtrl: Target=  36.7, Input=   8.7, Error=  28.0, PIDTerms= 4.205/ 0.000/-0.126/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [7.055] encoderYPidCtrl: Target=-219.3, Input=-218.2, Error=  -1.1, PIDTerms=-0.033/ 0.000/-0.002/-0.000, Output=-0.034(-0.600/0.600), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [7.055] gyroTurnPidCtrl: Target=   0.0, Input=   0.9, Error=  -0.9, PIDTerms=-0.011/ 0.000/ 0.001/ 0.000, Output=-0.009(-0.700/0.700), Volt=11.2(10.3)
GlobalTracer.getPixyTargetX_Info: Cube not found!
GlobalTracer.printPidInfo_Info: [7.126] encoderXPidCtrl: Target=  36.7, Input=   9.9, Error=  26.9, PIDTerms= 4.028/ 0.000/-0.222/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [7.126] encoderYPidCtrl: Target=-219.3, Input=-218.3, Error=  -1.0, PIDTerms=-0.030/ 0.000/ 0.001/-0.000, Output=-0.029(-0.600/0.600), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [7.126] gyroTurnPidCtrl: Target=   0.0, Input=   0.5, Error=  -0.5, PIDTerms=-0.006/ 0.000/ 0.005/ 0.000, Output=-0.001(-0.700/0.700), Volt=11.2(10.3)
GlobalTracer.getPixyTargetX_Info: Cube not found!
GlobalTracer.printPidInfo_Info: [7.210] encoderXPidCtrl: Target=  36.7, Input=  10.7, Error=  26.0, PIDTerms= 3.907/ 0.000/-0.152/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [7.210] encoderYPidCtrl: Target=-219.3, Input=-218.2, Error=  -1.1, PIDTerms=-0.032/ 0.000/-0.001/-0.000, Output=-0.033(-0.600/0.600), Volt=11.4(10.3)
GlobalTracer.printPidInfo_Info: [7.210] gyroTurnPidCtrl: Target=   0.0, Input=   0.4, Error=  -0.4, PIDTerms=-0.004/ 0.000/ 0.002/ 0.000, Output=-0.002(-0.700/0.700), Volt=11.4(10.3)
GlobalTracer.getPixyTargetX_Info: Cube not found!
GlobalTracer.printPidInfo_Info: [7.278] encoderXPidCtrl: Target=  36.7, Input=  11.7, Error=  25.0, PIDTerms= 3.756/ 0.000/-0.238/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [7.278] encoderYPidCtrl: Target=-219.3, Input=-218.3, Error=  -1.0, PIDTerms=-0.030/ 0.000/ 0.001/-0.000, Output=-0.028(-0.600/0.600), Volt=11.3(10.3)
GlobalTracer.printPidInfo_Info: [7.278] gyroTurnPidCtrl: Target=   0.0, Input=   0.4, Error=  -0.4, PIDTerms=-0.005/ 0.000/-0.000/ 0.000, Output=-0.005(-0.700/0.700), Volt=11.3(10.3)
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.116s)

GlobalTracer.getPixyTargetX_Info: Cube not found!
GlobalTracer.printPidInfo_Info: [7.397] encoderXPidCtrl: Target=  36.7, Input=  13.0, Error=  23.8, PIDTerms= 3.565/ 0.000/-0.202/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [7.397] encoderYPidCtrl: Target=-219.3, Input=-218.3, Error=  -1.0, PIDTerms=-0.031/ 0.000/-0.000/-0.000, Output=-0.031(-0.600/0.600), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [7.397] gyroTurnPidCtrl: Target=   0.0, Input=   0.5, Error=  -0.5, PIDTerms=-0.006/ 0.000/-0.001/ 0.000, Output=-0.008(-0.700/0.700), Volt=11.2(10.3)
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.100s)

GlobalTracer.getPixyTargetX_Info: Cube not found!
GlobalTracer.printPidInfo_Info: [7.500] encoderXPidCtrl: Target=  36.7, Input=  14.8, Error=  22.0, PIDTerms= 3.294/ 0.000/-0.231/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [7.500] encoderYPidCtrl: Target=-219.3, Input=-218.4, Error=  -0.9, PIDTerms=-0.028/ 0.000/ 0.001/-0.000, Output=-0.027(-0.600/0.600), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [7.500] gyroTurnPidCtrl: Target=   0.0, Input=   0.8, Error=  -0.8, PIDTerms=-0.009/ 0.000/-0.002/ 0.000, Output=-0.011(-0.700/0.700), Volt=11.2(10.3)
GlobalTracer.getPixyTargetX_Info: Found cube: x=270.7, y=255.6, angle=46.6
GlobalTracer.VisionTrigger_Info: prevZone=-1, currZone=2, value=270.66
GlobalTracer.printPidInfo_Info: [7.579] encoderXPidCtrl: Target=  36.7, Input=  16.2, Error=  20.6, PIDTerms= 3.083/ 0.000/-0.250/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [7.579] encoderYPidCtrl: Target=-219.3, Input=-218.6, Error=  -0.7, PIDTerms=-0.021/ 0.000/ 0.003/-0.000, Output=-0.019(-0.600/0.600), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [7.579] gyroTurnPidCtrl: Target=   0.0, Input=   0.9, Error=  -0.9, PIDTerms=-0.010/ 0.000/-0.001/ 0.000, Output=-0.012(-0.700/0.700), Volt=11.1(10.3)
GlobalTracer.getPixyTargetX_Info: Found cube: x=205.3, y=191.7, angle=47.0
GlobalTracer.printPidInfo_Info: [7.660] encoderXPidCtrl: Target=  36.7, Input=  17.2, Error=  19.5, PIDTerms= 2.925/ 0.000/-0.167/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [7.660] encoderYPidCtrl: Target=-219.3, Input=-218.8, Error=  -0.5, PIDTerms=-0.016/ 0.000/ 0.002/-0.000, Output=-0.014(-0.600/0.600), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [7.660] gyroTurnPidCtrl: Target=   0.0, Input=   0.4, Error=  -0.4, PIDTerms=-0.005/ 0.000/ 0.005/ 0.000, Output= 0.000(-0.700/0.700), Volt=11.1(10.3)
GlobalTracer.getPixyTargetX_Info: Found cube: x=149.4, y=143.8, angle=46.1
GlobalTracer.printPidInfo_Info: [7.748] encoderXPidCtrl: Target=  36.7, Input=  18.2, Error=  18.5, PIDTerms= 2.778/ 0.000/-0.183/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [7.748] encoderYPidCtrl: Target=-219.3, Input=-219.0, Error=  -0.3, PIDTerms=-0.009/ 0.000/ 0.003/-0.000, Output=-0.006(-0.600/0.600), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [7.748] gyroTurnPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.002/ 0.000/ 0.003/ 0.000, Output= 0.001(-0.700/0.700), Volt=11.2(10.3)
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.105s)

GlobalTracer.getPixyTargetX_Info: Found cube: x=97.9, y=100.0, angle=44.4
GlobalTracer.printPidInfo_Info: [7.857] encoderXPidCtrl: Target=  36.7, Input=  19.2, Error=  17.5, PIDTerms= 2.627/ 0.000/-0.158/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [7.857] encoderYPidCtrl: Target=-219.3, Input=-219.0, Error=  -0.3, PIDTerms=-0.009/ 0.000/-0.000/-0.000, Output=-0.010(-0.600/0.600), Volt=11.2(10.3)
