GlobalTracer.FirstPowerUp_Info: Fri Apr 06 12:03:19 PDT 2018[0.058]: ***** AUTO_MODE *****
GlobalTracer.Vision_Info: Pixy is enabled!
GlobalTracer.FirstPowerUp_Info: PNCMP_Qualification063 (Blue2) [FMSConnected=true] msg=LLL
GlobalTracer.FirstPowerUp_Info: eventName=PNCMP, matchType=Qualification, matchNumber=063
GlobalTracer.CmdAutoMoveToCrossField_Info: [0.126] delay=0.0, startPos=RIGHT_POS
GlobalTracer.Robot_Info: [0.147] <<< DRIVE_TO_LANE_3>>> xPos=  0.00,yPos=  0.00,heading=   0.0/   0.0,volts=12.7(12.6)
GlobalTracer.printPidInfo_Info: [0.147] encoderXPidCtrl: Target=   0.0, Input=   0.0, Error=   0.0, PIDTerms= 0.000/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.700/0.700), Volt=12.7(12.6)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=true/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [18.059] elevatorPidController: Target=   7.8, Input=   7.8, Error=  -0.0, PIDTerms=-0.001/ 0.000/-0.000/ 0.000, Output=-0.001(-1.000/1.000), Volt=12.8(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=true/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [18.103] elevatorPidController: Target=   7.8, Input=   7.8, Error=  -0.0, PIDTerms=-0.001/ 0.000/ 0.000/ 0.000, Output=-0.001(-1.000/1.000), Volt=12.8(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=true/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [18.153] elevatorPidController: Target=   7.8, Input=   7.8, Error=  -0.0, PIDTerms=-0.001/ 0.000/ 0.000/ 0.000, Output=-0.001(-1.000/1.000), Volt=11.0(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=true/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [18.198] elevatorPidController: Target=   7.8, Input=   7.8, Error=  -0.0, PIDTerms=-0.001/ 0.000/ 0.000/ 0.000, Output=-0.001(-1.000/1.000), Volt=11.4(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=true/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [18.248] elevatorPidController: Target=   7.8, Input=   7.8, Error=  -0.0, PIDTerms=-0.001/ 0.000/ 0.000/ 0.000, Output=-0.001(-1.000/1.000), Volt=12.3(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=true/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [18.296] elevatorPidController: Target=   7.8, Input=   7.8, Error=  -0.0, PIDTerms=-0.001/ 0.000/ 0.000/ 0.000, Output=-0.001(-1.000/1.000), Volt=12.6(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=true/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [18.317] elevatorPidController: Target=   7.8, Input=   7.8, Error=   0.0, PIDTerms= 0.000/ 0.000/ 0.000/ 0.000, Output= 0.000(-1.000/1.000), Volt=12.6(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=true/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [18.339] elevatorPidController: Target=   7.8, Input=   7.8, Error=   0.0, PIDTerms= 0.000/ 0.000/ 0.000/ 0.000, Output= 0.000(-1.000/1.000), Volt=12.7(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=true/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [18.360] elevatorPidController: Target=   7.8, Input=   7.8, Error=   0.0, PIDTerms= 0.000/ 0.000/ 0.000/ 0.000, Output= 0.000(-1.000/1.000), Volt=12.6(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=true/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [18.382] elevatorPidController: Target=   7.8, Input=   7.8, Error=  -0.0, PIDTerms=-0.001/ 0.000/-0.000/ 0.000, Output=-0.001(-1.000/1.000), Volt=12.6(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=true/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [18.408] elevatorPidController: Target=   7.8, Input=   7.8, Error=   0.0, PIDTerms= 0.000/ 0.000/ 0.000/ 0.000, Output= 0.000(-1.000/1.000), Volt=12.6(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=true/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [18.430] elevatorPidController: Target=   7.8, Input=   7.8, Error=  -0.0, PIDTerms=-0.001/ 0.000/-0.000/ 0.000, Output=-0.001(-1.000/1.000), Volt=12.6(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=true/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.Robot_Info: [0.023] <<<           START>>> xPos=-10.49,yPos=339.61,heading= 110.8/   0.0,volts=12.6(8.1)
GlobalTracer.ProximityTrigger_Info: [0.040] active=false
GlobalTracer.CurrentTrigger_Info: [0.042] prevZone=-1, currZone=0, pickupCurrent=13.63
GlobalTracer.printPidInfo_Info: [18.461] elevatorPidController: Target=   7.8, Input=   7.8, Error=  -0.0, PIDTerms=-0.001/ 0.000/ 0.000/ 0.000, Output=-0.001(-1.000/1.000), Volt=11.5(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=true/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.CurrentTrigger_Info: [0.092] prevZone=0, currZone=1, pickupCurrent=42.00
GlobalTracer.printPidInfo_Info: [18.512] elevatorPidController: Target=   7.8, Input=   7.8, Error=  -0.0, PIDTerms=-0.001/ 0.000/ 0.000/ 0.000, Output=-0.001(-1.000/1.000), Volt=10.7(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=true/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.pickupTask_Info: [0.134] DELAY_SAMPLING: current=33.50
GlobalTracer.Robot_Info: [0.134] <<<  DELAY_SAMPLING>>> xPos=-10.61,yPos=341.38,heading= 111.5/   0.0,volts=10.9(8.1)
GlobalTracer.printPidInfo_Info: [18.593] elevatorPidController: Target=   7.8, Input=   7.8, Error=  -0.0, PIDTerms=-0.001/-0.000/ 0.000/ 0.000, Output=-0.001(-1.000/1.000), Volt=11.2(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=true/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.startCompetition_Warn: TELEOP_MODE.runPeriodic takes too long (0.041s)
GlobalTracer.CurrentTrigger_Info: [0.256] prevZone=1, currZone=0, pickupCurrent=24.88
GlobalTracer.printPidInfo_Info: [18.676] elevatorPidController: Target=   7.8, Input=   7.8, Error=  -0.0, PIDTerms=-0.001/-0.000/ 0.000/ 0.000, Output=-0.001(-1.000/1.000), Volt=12.0(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=true/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [18.721] elevatorPidController: Target=   7.8, Input=   7.8, Error=  -0.0, PIDTerms=-0.001/-0.000/ 0.000/ 0.000, Output=-0.001(-1.000/1.000), Volt=12.0(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=true/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [18.771] elevatorPidController: Target=   7.8, Input=   7.8, Error=   0.0, PIDTerms= 0.000/-0.000/ 0.000/ 0.000, Output=-0.000(-1.000/1.000), Volt=11.2(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=true/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [18.814] elevatorPidController: Target=   7.8, Input=   7.8, Error=  -0.0, PIDTerms=-0.001/-0.000/-0.000/ 0.000, Output=-0.001(-1.000/1.000), Volt=10.2(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=true/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [18.856] elevatorPidController: Target=   7.8, Input=   7.8, Error=  -0.0, PIDTerms=-0.001/-0.000/ 0.000/ 0.000, Output=-0.001(-1.000/1.000), Volt=9.7(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=true/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [18.901] elevatorPidController: Target=   7.8, Input=   7.8, Error=   0.0, PIDTerms= 0.003/-0.000/ 0.000/ 0.000, Output= 0.003(-1.000/1.000), Volt=8.8(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=true/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.pickupTask_Info: [0.507] SAMPLE_CURRENT: Detected startup spike (pickupCurrent=9.38)
GlobalTracer.Robot_Info: [0.507] <<<  SAMPLE_CURRENT>>> xPos=-10.53,yPos=350.46,heading= 122.5/   0.0,volts=8.9(8.1)
GlobalTracer.printPidInfo_Info: [18.954] elevatorPidController: Target=   7.8, Input=   7.8, Error=   0.0, PIDTerms= 0.000/-0.000/-0.000/ 0.000, Output=-0.000(-1.000/1.000), Volt=9.0(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=true/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.pickupTask_Info: [0.558] DELAY_SAMPLING: current=8.50
GlobalTracer.Robot_Info: [0.558] <<<  DELAY_SAMPLING>>> xPos=-10.34,yPos=353.36,heading= 122.2/   0.0,volts=9.1(8.1)
GlobalTracer.printPidInfo_Info: [19.000] elevatorPidController: Target=   7.8, Input=   7.8, Error=  -0.0, PIDTerms=-0.001/-0.000/-0.000/ 0.000, Output=-0.001(-1.000/1.000), Volt=9.1(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=true/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [19.035] elevatorPidController: Target=   7.8, Input=   7.8, Error=   0.0, PIDTerms= 0.000/-0.000/ 0.000/ 0.000, Output=-0.000(-1.000/1.000), Volt=9.2(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=true/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [19.077] elevatorPidController: Target=   7.8, Input=   7.8, Error=   0.0, PIDTerms= 0.001/-0.000/ 0.000/ 0.000, Output= 0.001(-1.000/1.000), Volt=9.2(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=true/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [19.118] elevatorPidController: Target=   7.8, Input=   7.8, Error=   0.0, PIDTerms= 0.000/-0.000/-0.000/ 0.000, Output=-0.000(-1.000/1.000), Volt=9.4(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=true/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [19.174] elevatorPidController: Target=   7.8, Input=   7.8, Error=  -0.0, PIDTerms=-0.001/-0.000/-0.000/ 0.000, Output=-0.001(-1.000/1.000), Volt=9.4(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=true/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [19.240] elevatorPidController: Target=   7.8, Input=   7.8, Error=  -0.0, PIDTerms=-0.001/-0.000/ 0.000/ 0.000, Output=-0.001(-1.000/1.000), Volt=9.7(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=true/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.ProximityTrigger_Info: [0.880] active=true
GlobalTracer.printPidInfo_Info: [19.308] elevatorPidController: Target=   7.8, Input=   7.8, Error=  -0.0, PIDTerms=-0.001/-0.000/ 0.000/ 0.000, Output=-0.001(-1.000/1.000), Volt=11.2(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=true/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.pickupTask_Info: [0.909] SAMPLE_CURRENT: Detected startup spike (pickupCurrent=14.63)
GlobalTracer.Robot_Info: [0.909] <<<  SAMPLE_CURRENT>>> xPos= -9.41,yPos=381.89,heading= 118.7/   0.0,volts=11.2(8.1)
GlobalTracer.printPidInfo_Info: [19.354] elevatorPidController: Target=   7.8, Input=   7.8, Error=  -0.0, PIDTerms=-0.001/-0.000/ 0.000/ 0.000, Output=-0.001(-1.000/1.000), Volt=11.9(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=true/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.pickupTask_Info: [0.962] DELAY_SAMPLING: current=20.63
GlobalTracer.Robot_Info: [0.962] <<<  DELAY_SAMPLING>>> xPos= -9.40,yPos=387.22,heading= 118.2/   0.0,volts=11.7(8.1)
GlobalTracer.CurrentTrigger_Info: [0.987] prevZone=0, currZone=1, pickupCurrent=29.00
GlobalTracer.printPidInfo_Info: [19.413] elevatorPidController: Target=   7.8, Input=   7.8, Error=  -0.0, PIDTerms=-0.001/-0.000/ 0.000/ 0.000, Output=-0.001(-1.000/1.000), Volt=11.9(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=true/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [19.465] elevatorPidController: Target=   7.8, Input=   8.0, Error=  -0.1, PIDTerms=-0.024/-0.000/-0.000/ 0.000, Output=-0.024(-1.000/1.000), Volt=11.3(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=true/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [19.510] elevatorPidController: Target=   7.8, Input=   8.1, Error=  -0.3, PIDTerms=-0.052/-0.000/-0.000/ 0.000, Output=-0.052(-1.000/1.000), Volt=11.2(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=true/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [19.547] elevatorPidController: Target=   7.8, Input=   8.2, Error=  -0.3, PIDTerms=-0.063/-0.000/-0.000/ 0.000, Output=-0.063(-1.000/1.000), Volt=11.2(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=true/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [19.582] elevatorPidController: Target=   7.8, Input=   8.1, Error=  -0.3, PIDTerms=-0.060/-0.000/ 0.000/ 0.000, Output=-0.060(-1.000/1.000), Volt=11.2(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=false/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [19.630] elevatorPidController: Target=  82.0, Input=   8.2, Error=  73.8, PIDTerms=14.770/ 0.001/ 0.000/ 0.000, Output= 0.042(-0.042/0.042), Volt=11.4(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=true/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [19.669] elevatorPidController: Target=  82.0, Input=   7.9, Error=  74.1, PIDTerms=14.827/ 0.004/ 0.000/ 0.000, Output= 0.072(-0.072/0.072), Volt=11.3(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=true/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [19.708] elevatorPidController: Target=  82.0, Input=   8.0, Error=  74.0, PIDTerms=14.803/ 0.007/-0.000/ 0.000, Output= 0.094(-0.094/0.094), Volt=11.3(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=true/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.pickupTask_Info: [1.319] SAMPLE_CURRENT: Detected cube in possession (pickupCurent=50.63)
GlobalTracer.Robot_Info: [1.319] <<<  SAMPLE_CURRENT>>> xPos= -8.93,yPos=392.94,heading= 106.7/   0.0,volts=11.3(8.1)
GlobalTracer.printPidInfo_Info: [19.775] elevatorPidController: Target=  82.0, Input=   8.0, Error=  74.0, PIDTerms=14.794/ 0.009/-0.000/ 0.000, Output= 0.194(-0.194/0.194), Volt=11.3(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=true/false, talonCurrent=1.75, pdpElevatorCurrent=0.00
GlobalTracer.Robot_Info: [1.405] <<<            DONE>>> xPos= -8.93,yPos=391.75,heading= 107.0/   0.0,volts=11.3(8.1)
GlobalTracer.printPidInfo_Info: [19.858] elevatorPidController: Target=  82.0, Input=   8.5, Error=  73.5, PIDTerms=14.700/ 0.017/-0.000/ 0.000, Output= 1.000(-1.000/1.000), Volt=11.0(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=false/false, talonCurrent=33.13, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [19.926] elevatorPidController: Target=  82.0, Input=   9.5, Error=  72.5, PIDTerms=14.501/ 0.023/-0.000/ 0.000, Output= 1.000(-1.000/1.000), Volt=11.6(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=false/false, talonCurrent=42.88, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [19.971] elevatorPidController: Target=  82.0, Input=  12.1, Error=  69.9, PIDTerms=13.970/ 0.026/-0.000/ 0.000, Output= 1.000(-1.000/1.000), Volt=11.4(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=false/false, talonCurrent=37.75, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [20.005] elevatorPidController: Target=  82.0, Input=  12.8, Error=  69.2, PIDTerms=13.833/ 0.028/-0.000/ 0.000, Output= 1.000(-1.000/1.000), Volt=11.6(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=false/false, talonCurrent=43.75, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [20.045] elevatorPidController: Target=  82.0, Input=  14.3, Error=  67.7, PIDTerms=13.536/ 0.031/-0.000/ 0.000, Output= 1.000(-1.000/1.000), Volt=11.7(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=false/false, talonCurrent=42.13, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [20.083] elevatorPidController: Target=  82.0, Input=  16.0, Error=  66.0, PIDTerms=13.198/ 0.033/-0.000/ 0.000, Output= 1.000(-1.000/1.000), Volt=11.6(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=false/false, talonCurrent=33.50, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [20.130] elevatorPidController: Target=  82.0, Input=  18.6, Error=  63.4, PIDTerms=12.682/ 0.037/-0.000/ 0.000, Output= 1.000(-1.000/1.000), Volt=11.6(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=false/false, talonCurrent=33.13, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [20.167] elevatorPidController: Target=  82.0, Input=  19.4, Error=  62.6, PIDTerms=12.517/ 0.039/-0.000/ 0.000, Output= 1.000(-1.000/1.000), Volt=11.6(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=false/false, talonCurrent=33.63, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [20.205] elevatorPidController: Target=  82.0, Input=  21.2, Error=  60.8, PIDTerms=12.168/ 0.041/-0.000/ 0.000, Output= 1.000(-1.000/1.000), Volt=11.6(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=false/false, talonCurrent=33.13, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [20.239] elevatorPidController: Target=  82.0, Input=  22.9, Error=  59.1, PIDTerms=11.817/ 0.043/-0.000/ 0.000, Output= 1.000(-1.000/1.000), Volt=11.6(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=false/false, talonCurrent=32.38, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [20.288] elevatorPidController: Target=  82.0, Input=  24.7, Error=  57.3, PIDTerms=11.460/ 0.046/-0.000/ 0.000, Output= 1.000(-1.000/1.000), Volt=11.6(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=false/false, talonCurrent=32.25, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [20.328] elevatorPidController: Target=  82.0, Input=  26.5, Error=  55.5, PIDTerms=11.106/ 0.048/-0.000/ 0.000, Output= 0.806(-0.806/0.806), Volt=11.7(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=false/false, talonCurrent=27.25, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [20.374] elevatorPidController: Target=  82.0, Input=  28.9, Error=  53.1, PIDTerms=10.619/ 0.050/-0.000/ 0.000, Output= 0.502(-0.502/0.502), Volt=11.9(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=false/false, talonCurrent=19.13, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [20.437] elevatorPidController: Target=  82.0, Input=  30.9, Error=  51.1, PIDTerms=10.225/ 0.053/-0.000/ 0.000, Output= 0.216(-0.216/0.216), Volt=12.5(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=false/false, talonCurrent=2.63, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [20.527] elevatorPidController: Target=  82.0, Input=  32.3, Error=  49.7, PIDTerms= 9.938/ 0.058/-0.000/ 0.000, Output= 0.201(-0.201/0.201), Volt=12.4(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=false/false, talonCurrent=1.75, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [20.603] elevatorPidController: Target=  82.0, Input=  32.7, Error=  49.3, PIDTerms= 9.861/ 0.062/-0.000/ 0.000, Output= 0.231(-0.231/0.231), Volt=12.0(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=false/false, talonCurrent=3.88, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [20.670] elevatorPidController: Target=  82.0, Input=  33.0, Error=  49.0, PIDTerms= 9.808/ 0.065/-0.000/ 0.000, Output= 0.131(-0.131/0.131), Volt=11.8(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=false/false, talonCurrent=3.88, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [20.730] elevatorPidController: Target=  82.0, Input=  33.0, Error=  49.0, PIDTerms= 9.796/ 0.068/-0.000/ 0.000, Output= 0.068(-0.068/0.068), Volt=11.6(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=false/false, talonCurrent=1.25, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [20.788] elevatorPidController: Target=  82.0, Input=  33.0, Error=  49.0, PIDTerms= 9.802/ 0.039/ 0.000/ 0.000, Output= 0.039(-0.039/0.039), Volt=11.6(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=false/false, talonCurrent=0.38, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [20.852] elevatorPidController: Target=  82.0, Input=  32.9, Error=  49.1, PIDTerms= 9.816/ 0.027/ 0.000/ 0.000, Output= 0.027(-0.027/0.027), Volt=11.2(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=false/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [20.911] elevatorPidController: Target=  82.0, Input=  32.8, Error=  49.2, PIDTerms= 9.844/ 0.027/ 0.000/ 0.000, Output= 0.027(-0.027/0.027), Volt=10.9(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=false/false, talonCurrent=0.00, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [20.968] elevatorPidController: Target=  82.0, Input=  32.7, Error=  49.3, PIDTerms= 9.859/ 0.030/ 0.000/ 0.000, Output= 0.052(-0.052/0.052), Volt=11.0(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=false/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [21.018] elevatorPidController: Target=  82.0, Input=  32.6, Error=  49.4, PIDTerms= 9.875/ 0.033/ 0.000/ 0.000, Output= 0.052(-0.052/0.052), Volt=11.1(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=false/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [21.068] elevatorPidController: Target=  82.0, Input=  32.6, Error=  49.4, PIDTerms= 9.878/ 0.035/ 0.000/ 0.000, Output= 0.052(-0.052/0.052), Volt=10.9(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=false/false, talonCurrent=0.13, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [21.119] elevatorPidController: Target=  82.0, Input=  32.5, Error=  49.5, PIDTerms= 9.891/ 0.037/ 0.000/ 0.000, Output= 0.060(-0.060/0.060), Volt=11.0(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=false/false, talonCurrent=0.25, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [21.175] elevatorPidController: Target=  82.0, Input=  32.5, Error=  49.5, PIDTerms= 9.901/ 0.040/ 0.000/ 0.000, Output= 0.068(-0.068/0.068), Volt=11.5(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=false/false, talonCurrent=0.25, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [21.251] elevatorPidController: Target=  82.0, Input=  32.5, Error=  49.5, PIDTerms= 9.908/ 0.044/ 0.000/ 0.000, Output= 0.076(-0.076/0.076), Volt=12.5(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=false/false, talonCurrent=0.50, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [21.330] elevatorPidController: Target=  82.0, Input=  32.5, Error=  49.5, PIDTerms= 9.908/ 0.048/ 0.000/ 0.000, Output= 0.099(-0.099/0.099), Volt=12.6(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=false/false, talonCurrent=0.75, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [21.376] elevatorPidController: Target=  82.0, Input=  32.5, Error=  49.5, PIDTerms= 9.907/ 0.050/-0.000/ 0.000, Output= 0.109(-0.109/0.109), Volt=12.6(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=false/false, talonCurrent=1.00, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [21.430] elevatorPidController: Target=  82.0, Input=  32.5, Error=  49.5, PIDTerms= 9.905/ 0.053/-0.000/ 0.000, Output= 0.109(-0.109/0.109), Volt=12.6(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=false/false, talonCurrent=1.13, pdpElevatorCurrent=0.00
GlobalTracer.printPidInfo_Info: [21.480] elevatorPidController: Target=  82.0, Input=  32.5, Error=  49.5, PIDTerms= 9.905/ 0.055/ 0.000/ 0.000, Output= 0.109(-0.109/0.109), Volt=12.4(8.1)
GlobalTracer.FrcAuto_Info: elevatorLimitSwitches=false/false, talonCurrent=1.13, pdpElevatorCurrent=0.00
