GlobalTracer.FirstPowerUp_Info: Fri Apr 06 10:14:57 PDT 2018[0.075]: ***** AUTO_MODE *****
GlobalTracer.Vision_Info: Pixy is enabled!
GlobalTracer.FirstPowerUp_Info: PNCMP_Qualification048 (Red2) [FMSConnected=true] msg=LLL
GlobalTracer.FirstPowerUp_Info: eventName=PNCMP, matchType=Qualification, matchNumber=048
GlobalTracer.CmdAutoMoveToCrossField_Info: [0.135] delay=0.0, startPos=RIGHT_POS
GlobalTracer.Robot_Info: [0.143] <<< DRIVE_TO_LANE_3>>> xPos=  0.00,yPos=  0.00,heading=   0.0/   0.0,volts=12.7(12.7)
GlobalTracer.printPidInfo_Info: [0.143] encoderXPidCtrl: Target=   0.0, Input=   0.0, Error=   0.0, PIDTerms= 0.000/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.700/0.700), Volt=12.7(12.7)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [4.699] elevatorPidController: Target=  82.0, Input=  17.6, Error=  64.4, PIDTerms=12.880/ 0.001/ 0.000/ 0.000, Output= 0.049(-0.049/0.049), Volt=10.6(9.7)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [4.752] elevatorPidController: Target=  82.0, Input=  17.6, Error=  64.4, PIDTerms=12.887/ 0.004/ 0.000/ 0.000, Output= 0.049(-0.049/0.049), Volt=10.1(9.7)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [4.802] elevatorPidController: Target=  82.0, Input=  17.5, Error=  64.5, PIDTerms=12.893/ 0.008/ 0.000/ 0.000, Output= 0.025(-0.025/0.025), Volt=9.5(9.6)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [4.856] elevatorPidController: Target=  82.0, Input=  17.5, Error=  64.5, PIDTerms=12.909/ 0.011/ 0.000/ 0.000, Output= 0.025(-0.025/0.025), Volt=9.9(9.6)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [4.915] elevatorPidController: Target=  17.4, Input=  17.3, Error=   0.1, PIDTerms= 0.011/ 0.000/ 0.000/ 0.000, Output= 0.011(-1.000/1.000), Volt=9.8(9.6)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [4.987] elevatorPidController: Target=  17.4, Input=  17.1, Error=   0.3, PIDTerms= 0.050/ 0.000/ 0.000/ 0.000, Output= 0.050(-1.000/1.000), Volt=10.0(9.6)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [5.043] elevatorPidController: Target=  17.4, Input=  17.0, Error=   0.4, PIDTerms= 0.085/ 0.000/ 0.000/ 0.000, Output= 0.085(-1.000/1.000), Volt=10.0(9.6)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [5.099] elevatorPidController: Target=  17.4, Input=  16.9, Error=   0.5, PIDTerms= 0.097/ 0.000/ 0.000/ 0.000, Output= 0.098(-1.000/1.000), Volt=10.4(9.6)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [5.155] elevatorPidController: Target=  17.4, Input=  16.9, Error=   0.5, PIDTerms= 0.096/ 0.000/-0.000/ 0.000, Output= 0.096(-1.000/1.000), Volt=10.4(9.6)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [5.206] elevatorPidController: Target=  17.4, Input=  16.9, Error=   0.5, PIDTerms= 0.096/ 0.000/ 0.000/ 0.000, Output= 0.096(-1.000/1.000), Volt=10.5(9.6)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [5.256] elevatorPidController: Target=  17.4, Input=  16.9, Error=   0.5, PIDTerms= 0.096/ 0.000/ 0.000/ 0.000, Output= 0.096(-1.000/1.000), Volt=10.4(9.6)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [5.289] elevatorPidController: Target=  17.4, Input=  16.9, Error=   0.5, PIDTerms= 0.096/ 0.000/ 0.000/ 0.000, Output= 0.096(-1.000/1.000), Volt=10.5(9.6)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [5.340] elevatorPidController: Target=  17.4, Input=  16.9, Error=   0.5, PIDTerms= 0.096/ 0.000/ 0.000/ 0.000, Output= 0.096(-1.000/1.000), Volt=10.5(9.6)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [5.403] elevatorPidController: Target=  17.4, Input=  16.9, Error=   0.5, PIDTerms= 0.096/ 0.000/ 0.000/ 0.000, Output= 0.096(-1.000/1.000), Volt=10.6(9.6)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [5.473] elevatorPidController: Target=  17.4, Input=  16.9, Error=   0.5, PIDTerms= 0.096/ 0.000/ 0.000/ 0.000, Output= 0.096(-1.000/1.000), Volt=10.4(9.6)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [5.523] elevatorPidController: Target=  82.0, Input=  16.9, Error=  65.1, PIDTerms=13.017/ 0.001/ 0.000/ 0.000, Output= 0.036(-0.036/0.036), Volt=11.5(9.6)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [5.580] elevatorPidController: Target=  82.0, Input=  16.8, Error=  65.2, PIDTerms=13.035/ 0.004/ 0.000/ 0.000, Output= 0.099(-0.099/0.099), Volt=11.6(9.6)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [5.633] elevatorPidController: Target=  82.0, Input=  16.8, Error=  65.2, PIDTerms=13.049/ 0.008/ 0.000/ 0.000, Output= 0.304(-0.304/0.304), Volt=11.7(9.6)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [5.683] elevatorPidController: Target=  82.0, Input=  16.9, Error=  65.1, PIDTerms=13.026/ 0.011/-0.000/ 0.000, Output= 0.427(-0.427/0.427), Volt=11.5(9.6)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [5.740] elevatorPidController: Target=  82.0, Input=  17.2, Error=  64.8, PIDTerms=12.966/ 0.015/-0.000/ 0.000, Output= 0.480(-0.480/0.480), Volt=10.9(9.6)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [5.795] elevatorPidController: Target=  82.0, Input=  17.6, Error=  64.4, PIDTerms=12.886/ 0.018/-0.000/ 0.000, Output= 0.560(-0.560/0.560), Volt=10.9(9.6)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [5.846] elevatorPidController: Target=  82.0, Input=  18.0, Error=  64.0, PIDTerms=12.807/ 0.022/-0.000/ 0.000, Output= 0.764(-0.764/0.764), Volt=9.4(9.6)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [5.898] elevatorPidController: Target=  82.0, Input=  18.8, Error=  63.2, PIDTerms=12.641/ 0.025/-0.000/ 0.000, Output= 0.878(-0.878/0.878), Volt=9.6(9.6)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.startCompetition_Warn: TELEOP_MODE.runPeriodic takes too long (0.044s)
GlobalTracer.printPidInfo_Info: [5.987] elevatorPidController: Target=  82.0, Input=  20.5, Error=  61.5, PIDTerms=12.302/ 0.030/-0.000/ 0.000, Output= 0.953(-0.953/0.953), Volt=10.2(9.6)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [6.059] elevatorPidController: Target=  82.0, Input=  22.9, Error=  59.1, PIDTerms=11.825/ 0.035/-0.000/ 0.000, Output= 1.000(-1.000/1.000), Volt=10.4(9.6)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [6.124] elevatorPidController: Target=  82.0, Input=  24.9, Error=  57.1, PIDTerms=11.421/ 0.039/-0.000/ 0.000, Output= 1.000(-1.000/1.000), Volt=10.6(9.6)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [6.197] elevatorPidController: Target=  82.0, Input=  27.7, Error=  54.3, PIDTerms=10.862/ 0.043/-0.000/ 0.000, Output= 1.000(-1.000/1.000), Volt=10.8(9.6)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [6.238] elevatorPidController: Target=  82.0, Input=  29.1, Error=  52.9, PIDTerms=10.570/ 0.044/-0.000/ 0.000, Output= 1.000(-1.000/1.000), Volt=10.7(9.6)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [6.293] elevatorPidController: Target=  82.0, Input=  31.4, Error=  50.6, PIDTerms=10.127/ 0.047/-0.000/ 0.000, Output= 1.000(-1.000/1.000), Volt=10.4(9.6)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [6.351] elevatorPidController: Target=  82.0, Input=  33.7, Error=  48.3, PIDTerms= 9.659/ 0.050/-0.000/ 0.000, Output= 1.000(-1.000/1.000), Volt=10.1(9.6)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [6.411] elevatorPidController: Target=  82.0, Input=  35.8, Error=  46.2, PIDTerms= 9.235/ 0.053/-0.000/ 0.000, Output= 1.000(-1.000/1.000), Volt=10.2(9.6)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [6.480] elevatorPidController: Target=  82.0, Input=  37.4, Error=  44.6, PIDTerms= 8.914/ 0.056/-0.000/ 0.000, Output= 0.849(-0.849/0.849), Volt=10.6(9.6)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [6.538] elevatorPidController: Target=  82.0, Input=  39.4, Error=  42.6, PIDTerms= 8.514/ 0.058/-0.000/ 0.000, Output= 0.536(-0.536/0.536), Volt=10.2(9.6)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [6.581] elevatorPidController: Target=  82.0, Input=  40.5, Error=  41.5, PIDTerms= 8.296/ 0.060/-0.000/ 0.000, Output= 0.340(-0.340/0.340), Volt=10.5(9.6)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [6.623] elevatorPidController: Target=  82.0, Input=  41.2, Error=  40.8, PIDTerms= 8.160/ 0.062/-0.000/ 0.000, Output= 0.149(-0.149/0.149), Volt=10.8(9.6)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [6.682] elevatorPidController: Target=  82.0, Input=  41.9, Error=  40.1, PIDTerms= 8.027/ 0.052/-0.000/ 0.000, Output= 0.052(-0.052/0.052), Volt=11.8(9.6)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [6.747] elevatorPidController: Target=  42.0, Input=  42.0, Error=  -0.0, PIDTerms=-0.001/-0.000/-0.000/ 0.000, Output=-0.001(-1.000/1.000), Volt=12.3(9.6)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [6.819] elevatorPidController: Target=  42.0, Input=  41.9, Error=   0.1, PIDTerms= 0.010/ 0.000/ 0.000/ 0.000, Output= 0.010(-1.000/1.000), Volt=12.3(9.6)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [6.877] elevatorPidController: Target=  42.0, Input=  41.7, Error=   0.3, PIDTerms= 0.056/ 0.000/ 0.000/ 0.000, Output= 0.056(-1.000/1.000), Volt=12.3(9.6)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [6.933] elevatorPidController: Target=  42.0, Input=  41.5, Error=   0.4, PIDTerms= 0.082/ 0.000/ 0.000/ 0.000, Output= 0.082(-1.000/1.000), Volt=9.4(9.6)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [6.979] elevatorPidController: Target=  42.0, Input=  41.5, Error=   0.5, PIDTerms= 0.092/ 0.000/ 0.000/ 0.000, Output= 0.092(-1.000/1.000), Volt=9.7(9.5)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [7.037] elevatorPidController: Target=  42.0, Input=  41.5, Error=   0.5, PIDTerms= 0.096/ 0.000/ 0.000/ 0.000, Output= 0.096(-1.000/1.000), Volt=9.6(9.5)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [7.092] elevatorPidController: Target=  82.0, Input=  41.5, Error=  40.5, PIDTerms= 8.104/ 0.001/ 0.000/ 0.000, Output= 0.109(-0.109/0.109), Volt=12.1(9.5)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [7.139] elevatorPidController: Target=  82.0, Input=  41.4, Error=  40.6, PIDTerms= 8.111/ 0.003/ 0.000/ 0.000, Output= 0.304(-0.304/0.304), Volt=12.1(9.5)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.startCompetition_Warn: TELEOP_MODE.runPeriodic takes too long (0.042s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE takes too long (0.101s)
GlobalTracer.printPidInfo_Info: [7.243] elevatorPidController: Target=  82.0, Input=  41.8, Error=  40.2, PIDTerms= 8.038/ 0.006/-0.000/ 0.000, Output= 0.583(-0.583/0.583), Volt=11.8(9.5)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [7.318] elevatorPidController: Target=  82.0, Input=  42.7, Error=  39.3, PIDTerms= 7.856/ 0.010/-0.000/ 0.000, Output= 0.849(-0.849/0.849), Volt=10.6(9.5)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [7.392] elevatorPidController: Target=  82.0, Input=  44.0, Error=  38.0, PIDTerms= 7.597/ 0.013/-0.000/ 0.000, Output= 1.000(-1.000/1.000), Volt=8.8(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [7.427] elevatorPidController: Target=  82.0, Input=  44.7, Error=  37.3, PIDTerms= 7.452/ 0.014/-0.000/ 0.000, Output= 1.000(-1.000/1.000), Volt=9.0(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [7.487] elevatorPidController: Target=  82.0, Input=  45.7, Error=  36.3, PIDTerms= 7.266/ 0.016/-0.000/ 0.000, Output= 1.000(-1.000/1.000), Volt=9.4(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [7.551] elevatorPidController: Target=  82.0, Input=  47.3, Error=  34.7, PIDTerms= 6.943/ 0.018/-0.000/ 0.000, Output= 1.000(-1.000/1.000), Volt=11.1(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [7.612] elevatorPidController: Target=  82.0, Input=  49.1, Error=  32.9, PIDTerms= 6.572/ 0.020/-0.000/ 0.000, Output= 1.000(-1.000/1.000), Volt=11.2(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [7.675] elevatorPidController: Target=  82.0, Input=  51.1, Error=  30.9, PIDTerms= 6.174/ 0.022/-0.000/ 0.000, Output= 1.000(-1.000/1.000), Volt=11.3(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [7.744] elevatorPidController: Target=  82.0, Input=  53.4, Error=  28.6, PIDTerms= 5.724/ 0.024/-0.000/ 0.000, Output= 1.000(-1.000/1.000), Volt=11.2(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [7.781] elevatorPidController: Target=  82.0, Input=  54.7, Error=  27.3, PIDTerms= 5.462/ 0.025/-0.000/ 0.000, Output= 1.000(-1.000/1.000), Volt=11.3(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [7.823] elevatorPidController: Target=  82.0, Input=  56.1, Error=  25.9, PIDTerms= 5.187/ 0.026/-0.000/ 0.000, Output= 1.000(-1.000/1.000), Volt=11.2(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [7.862] elevatorPidController: Target=  82.0, Input=  57.6, Error=  24.4, PIDTerms= 4.883/ 0.027/-0.000/ 0.000, Output= 1.000(-1.000/1.000), Volt=11.1(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [7.901] elevatorPidController: Target=  82.0, Input=  59.0, Error=  23.0, PIDTerms= 4.608/ 0.028/-0.000/ 0.000, Output= 1.000(-1.000/1.000), Volt=11.1(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [7.966] elevatorPidController: Target=  82.0, Input=  61.1, Error=  20.9, PIDTerms= 4.179/ 0.030/-0.000/ 0.000, Output= 1.000(-1.000/1.000), Volt=11.1(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [8.040] elevatorPidController: Target=  82.0, Input=  63.7, Error=  18.3, PIDTerms= 3.665/ 0.031/-0.000/ 0.000, Output= 1.000(-1.000/1.000), Volt=11.1(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [8.093] elevatorPidController: Target=  82.0, Input=  65.7, Error=  16.3, PIDTerms= 3.264/ 0.032/-0.000/ 0.000, Output= 1.000(-1.000/1.000), Volt=11.1(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [8.144] elevatorPidController: Target=  82.0, Input=  67.0, Error=  15.0, PIDTerms= 2.992/ 0.033/-0.000/ 0.000, Output= 0.878(-0.878/0.878), Volt=11.2(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.startCompetition_Warn: TELEOP_MODE.runPeriodic takes too long (0.050s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE takes too long (0.111s)
GlobalTracer.printPidInfo_Info: [8.258] elevatorPidController: Target=  82.0, Input=  70.3, Error=  11.7, PIDTerms= 2.335/ 0.034/-0.000/ 0.000, Output= 0.287(-0.287/0.287), Volt=12.1(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [8.316] elevatorPidController: Target=  82.0, Input=  72.1, Error=   9.9, PIDTerms= 1.976/ 0.034/-0.000/ 0.000, Output= 0.161(-0.161/0.161), Volt=12.3(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [8.357] elevatorPidController: Target=  82.0, Input=  72.6, Error=   9.4, PIDTerms= 1.884/ 0.035/-0.000/ 0.000, Output= 0.120(-0.120/0.120), Volt=11.4(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [8.410] elevatorPidController: Target=  82.0, Input=  72.7, Error=   9.3, PIDTerms= 1.860/ 0.035/-0.000/ 0.000, Output= 0.099(-0.099/0.099), Volt=11.5(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [8.483] elevatorPidController: Target=  82.0, Input=  72.7, Error=   9.3, PIDTerms= 1.862/ 0.036/ 0.000/ 0.000, Output= 0.068(-0.068/0.068), Volt=11.5(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [8.559] elevatorPidController: Target=  82.0, Input=  72.7, Error=   9.3, PIDTerms= 1.865/ 0.037/ 0.000/ 0.000, Output= 0.068(-0.068/0.068), Volt=12.3(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [8.625] elevatorPidController: Target=  82.0, Input=  72.6, Error=   9.4, PIDTerms= 1.872/ 0.037/ 0.000/ 0.000, Output= 0.068(-0.068/0.068), Volt=12.3(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [8.698] elevatorPidController: Target=  82.0, Input=  72.6, Error=   9.4, PIDTerms= 1.872/ 0.038/ 0.000/ 0.000, Output= 0.052(-0.052/0.052), Volt=12.3(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [8.766] elevatorPidController: Target=  82.0, Input=  72.6, Error=   9.4, PIDTerms= 1.874/ 0.039/ 0.000/ 0.000, Output= 0.042(-0.042/0.042), Volt=12.4(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [8.839] elevatorPidController: Target=  82.0, Input=  72.6, Error=   9.4, PIDTerms= 1.884/ 0.039/ 0.000/ 0.000, Output= 0.042(-0.042/0.042), Volt=12.3(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [8.904] elevatorPidController: Target=  82.0, Input=  72.6, Error=   9.4, PIDTerms= 1.884/ 0.040/ 0.000/ 0.000, Output= 0.042(-0.042/0.042), Volt=12.4(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [8.962] elevatorPidController: Target=  82.0, Input=  72.5, Error=   9.5, PIDTerms= 1.894/ 0.040/ 0.000/ 0.000, Output= 0.042(-0.042/0.042), Volt=12.4(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [9.021] elevatorPidController: Target=  82.0, Input=  72.5, Error=   9.5, PIDTerms= 1.901/ 0.036/ 0.000/ 0.000, Output= 0.036(-0.036/0.036), Volt=12.4(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [9.078] elevatorPidController: Target=  82.0, Input=  72.4, Error=   9.6, PIDTerms= 1.913/ 0.036/ 0.000/ 0.000, Output= 0.036(-0.036/0.036), Volt=11.6(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [9.137] elevatorPidController: Target=  72.4, Input=  72.4, Error=   0.0, PIDTerms= 0.004/ 0.000/ 0.000/ 0.000, Output= 0.004(-1.000/1.000), Volt=11.4(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [9.202] elevatorPidController: Target=  72.4, Input=  72.3, Error=   0.1, PIDTerms= 0.016/ 0.000/ 0.000/ 0.000, Output= 0.016(-1.000/1.000), Volt=11.5(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [9.280] elevatorPidController: Target=  72.4, Input=  72.2, Error=   0.2, PIDTerms= 0.030/ 0.000/ 0.000/ 0.000, Output= 0.030(-1.000/1.000), Volt=11.3(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [9.342] elevatorPidController: Target=  72.4, Input=  72.2, Error=   0.2, PIDTerms= 0.039/ 0.000/ 0.000/ 0.000, Output= 0.039(-1.000/1.000), Volt=10.6(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [9.411] elevatorPidController: Target=  82.0, Input=  72.2, Error=   9.8, PIDTerms= 1.968/ 0.000/ 0.000/ 0.000, Output= 0.025(-0.025/0.025), Volt=9.6(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [9.477] elevatorPidController: Target=  82.0, Input=  72.1, Error=   9.9, PIDTerms= 1.976/ 0.001/ 0.000/ 0.000, Output= 0.030(-0.030/0.030), Volt=10.0(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [9.532] elevatorPidController: Target=  72.1, Input=  72.1, Error=   0.0, PIDTerms= 0.000/ 0.000/ 0.000/ 0.000, Output= 0.000(-1.000/1.000), Volt=11.5(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [9.587] elevatorPidController: Target=  72.1, Input=  72.1, Error=   0.0, PIDTerms= 0.006/ 0.000/ 0.000/ 0.000, Output= 0.006(-1.000/1.000), Volt=11.9(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [9.643] elevatorPidController: Target=  72.1, Input=  72.1, Error=   0.1, PIDTerms= 0.013/ 0.000/ 0.000/ 0.000, Output= 0.013(-1.000/1.000), Volt=12.1(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [9.692] elevatorPidController: Target=  72.1, Input=  72.0, Error=   0.1, PIDTerms= 0.019/ 0.000/ 0.000/ 0.000, Output= 0.019(-1.000/1.000), Volt=12.0(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [9.740] elevatorPidController: Target=  72.1, Input=  72.0, Error=   0.1, PIDTerms= 0.024/ 0.000/ 0.000/ 0.000, Output= 0.024(-1.000/1.000), Volt=12.0(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [9.798] elevatorPidController: Target=  72.1, Input=  71.9, Error=   0.2, PIDTerms= 0.036/ 0.000/ 0.000/ 0.000, Output= 0.036(-1.000/1.000), Volt=12.0(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [9.851] elevatorPidController: Target=  72.1, Input=  71.9, Error=   0.2, PIDTerms= 0.044/ 0.000/ 0.000/ 0.000, Output= 0.044(-1.000/1.000), Volt=12.0(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [9.899] elevatorPidController: Target=  72.1, Input=  71.9, Error=   0.2, PIDTerms= 0.046/ 0.000/ 0.000/ 0.000, Output= 0.046(-1.000/1.000), Volt=12.4(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [9.951] elevatorPidController: Target=   6.0, Input=  71.9, Error= -65.9, PIDTerms=-13.174/-0.001/ 0.000/ 0.000, Output=-0.051(-0.051/0.051), Volt=12.4(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
GlobalTracer.printPidInfo_Info: [10.000] elevatorPidController: Target=   6.0, Input=  71.8, Error= -65.8, PIDTerms=-13.166/-0.004/ 0.000/ 0.000, Output=-0.766(-0.766/0.766), Volt=12.4(8.8)
GlobalTracer.FrcAuto_Info: Elevator limit switch: false/false
